query_idx,unified_id,ticket_id,category,severity,query_length,Dense_Only_recall@1,Dense_Only_recall@3,Dense_Only_recall@5,Dense_Only_recall@10,Dense_Only_mrr,Dense_Only_ndcg@5,Dense_Only_ndcg@10,Dense_Only_latency_ms,BM25_Only_recall@1,BM25_Only_recall@3,BM25_Only_recall@5,BM25_Only_recall@10,BM25_Only_mrr,BM25_Only_ndcg@5,BM25_Only_ndcg@10,BM25_Only_latency_ms,Hybrid_NoRerank_recall@1,Hybrid_NoRerank_recall@3,Hybrid_NoRerank_recall@5,Hybrid_NoRerank_recall@10,Hybrid_NoRerank_mrr,Hybrid_NoRerank_ndcg@5,Hybrid_NoRerank_ndcg@10,Hybrid_NoRerank_latency_ms,Hybrid_Rerank_recall@1,Hybrid_Rerank_recall@3,Hybrid_Rerank_recall@5,Hybrid_Rerank_recall@10,Hybrid_Rerank_mrr,Hybrid_Rerank_ndcg@5,Hybrid_Rerank_ndcg@10,Hybrid_Rerank_latency_ms
165,U-000165,ITS-00166,Incident,Medium,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,402.7
166,U-000166,ITS-00167,Incident,Medium,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,336.1
167,U-000167,ITS-00168,Account,Medium,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,348.6
168,U-000168,ITS-00169,Account,Medium,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,370.5
169,U-000169,ITS-00170,Network,Low,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,333.1
170,U-000170,ITS-00171,Network,Low,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,371.3
171,U-000171,ITS-00172,Software,Low,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.5
172,U-000172,ITS-00173,Incident,Medium,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,391.6
173,U-000173,ITS-00174,Account,Critical,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,322.2
174,U-000174,ITS-00175,Account,Critical,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,406.1
175,U-000175,ITS-00176,Network,Medium,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,337.0
176,U-000176,ITS-00177,Incident,Medium,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,342.5
177,U-000177,ITS-00178,Software,Low,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,343.4
178,U-000178,ITS-00179,Network,High,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,370.3
179,U-000179,ITS-00180,Network,Critical,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,381.1
180,U-000180,ITS-00181,Hardware,Low,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,315.8
181,U-000181,ITS-00182,Network,Medium,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,383.0
182,U-000182,ITS-00183,Software,Medium,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,333.9
183,U-000183,ITS-00184,Incident,High,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,381.5
184,U-000184,ITS-00185,Software,Medium,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,376.6
185,U-000185,ITS-00186,Account,High,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,354.0
186,U-000186,ITS-00187,Account,Medium,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,397.4
187,U-000187,ITS-00188,Account,Medium,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,376.4
188,U-000188,ITS-00189,Software,Critical,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,406.1
189,U-000189,ITS-00190,Network,Medium,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,378.4
190,U-000190,ITS-00191,Hardware,Low,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,320.5
191,U-000191,ITS-00192,Network,High,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,393.7
192,U-000192,ITS-00193,Hardware,Medium,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,376.1
193,U-000193,ITS-00194,Network,Low,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,366.9
194,U-000194,ITS-00195,Software,Medium,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,335.2
195,U-000195,ITS-00196,Hardware,High,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,332.9
196,U-000196,ITS-00197,Network,High,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,357.9
197,U-000197,ITS-00198,Account,Medium,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,382.1
198,U-000198,ITS-00199,Account,Medium,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,331.7
199,U-000199,ITS-00200,Account,Low,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,336.0
200,U-000200,ITS-00201,Network,Low,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,371.3
201,U-000201,ITS-00202,Software,Medium,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,386.5
202,U-000202,ITS-00203,Hardware,Medium,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,340.5
203,U-000203,ITS-00204,Account,Low,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,406.1
204,U-000204,ITS-00205,Account,Medium,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325.4
205,U-000205,ITS-00206,Account,Medium,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,372.0
206,U-000206,ITS-00207,Account,High,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350.1
207,U-000207,ITS-00208,Incident,High,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,383.4
208,U-000208,ITS-00209,Network,Medium,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,347.0
209,U-000209,ITS-00210,Network,High,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360.9
210,U-000210,ITS-00211,Hardware,Medium,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,330.7
211,U-000211,ITS-00212,Hardware,Medium,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,289.8
212,U-000212,ITS-00213,Software,Medium,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,344.1
213,U-000213,ITS-00214,Hardware,Medium,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,347.6
214,U-000214,ITS-00215,Network,Medium,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,337.2
215,U-000215,ITS-00216,Account,Medium,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,333.7
216,U-000216,ITS-00217,Incident,Medium,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,364.0
217,U-000217,ITS-00218,Account,Medium,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,308.3
218,U-000218,ITS-00219,Software,Low,210,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.3333333333333333,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.1
219,U-000219,ITS-00220,Hardware,Low,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,334.8
220,U-000220,ITS-00221,Network,Medium,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,372.2
221,U-000221,ITS-00222,Hardware,Medium,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,335.7
222,U-000222,ITS-00223,Account,Low,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,371.6
223,U-000223,ITS-00224,Incident,High,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,414.9
224,U-000224,ITS-00225,Hardware,Low,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,333.8
225,U-000225,ITS-00226,Incident,Low,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,376.3
226,U-000226,ITS-00227,Network,Medium,204,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.3,0.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,328.2
227,U-000227,ITS-00228,Account,High,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,345.2
228,U-000228,ITS-00229,Network,Medium,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,370.9
229,U-000229,ITS-00230,Software,Medium,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,343.2
230,U-000230,ITS-00231,Network,Medium,199,0.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.3562071871080222,385.5
231,U-000231,ITS-00232,Account,Medium,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,359.5
232,U-000232,ITS-00233,Incident,Low,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,377.4
233,U-000233,ITS-00234,Hardware,Medium,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,337.4
234,U-000234,ITS-00235,Incident,Medium,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.4
235,U-000235,ITS-00236,Hardware,Medium,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,339.7
236,U-000236,ITS-00237,Account,Low,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,363.1
237,U-000237,ITS-00238,Account,Low,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,383.5
238,U-000238,ITS-00239,Software,Medium,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,335.1
239,U-000239,ITS-00240,Account,Medium,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,348.2
240,U-000240,ITS-00241,Hardware,Low,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,345.4
241,U-000241,ITS-00242,Hardware,Low,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,387.6
242,U-000242,ITS-00243,Account,Low,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,355.1
243,U-000243,ITS-00244,Account,High,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,385.9
244,U-000244,ITS-00245,Network,Low,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,373.7
245,U-000245,ITS-00246,Network,High,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,381.6
246,U-000246,ITS-00247,Software,Critical,197,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.3010299956639812,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0
247,U-000247,ITS-00248,Software,Medium,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,382.2
248,U-000248,ITS-00249,Incident,High,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,405.7
249,U-000249,ITS-00250,Incident,Medium,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,418.3
250,U-000250,ITS-00251,Software,Medium,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,396.2
251,U-000251,ITS-00252,Network,Medium,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,338.1
252,U-000252,ITS-00253,Account,Medium,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,354.3
